CustomerKey,CustomerID,CompanyName,Industry,CustomerTier,CreditLimit
220,CUST-00220,Company_220 Lda,E-commerce,Bronze,50000
221,CUST-00221,Company_221 Lda,Food Distributor,Bronze,50000
222,CUST-00222,Company_222 Lda,Food Distributor,Bronze,10000
223,CUST-00223,Company_223 Lda,Retail,Bronze,10000
224,CUST-00224,Company_224 Lda,Pharmaceutical,Bronze,10000
225,CUST-00225,Company_225 Lda,Retail,Silver,10000
226,CUST-00226,Company_226 Lda,Retail,Bronze,150000
227,CUST-00227,Company_227 Lda,Manufacturing,Bronze,10000
228,CUST-00228,Company_228 Lda,Pharmaceutical,Gold,10000
229,CUST-00229,Company_229 Lda,E-commerce,Silver,10000
230,CUST-00230,Company_230 Lda,Food Distributor,Silver,10000
231,CUST-00231,Company_231 Lda,E-commerce,Bronze,50000
232,CUST-00232,Company_232 Lda,Food Distributor,Silver,50000
233,CUST-00233,Company_233 Lda,Food Distributor,Bronze,10000
234,CUST-00234,Company_234 Lda,Automotive,Bronze,10000
235,CUST-00235,Company_235 Lda,Retail,Bronze,10000
236,CUST-00236,Company_236 Lda,E-commerce,Silver,10000
237,CUST-00237,Company_237 Lda,Retail,Bronze,10000
238,CUST-00238,Company_238 Lda,Retail,Bronze,500000
239,CUST-00239,Company_239 Lda,Food Distributor,Bronze,50000
240,CUST-00240,Company_240 Lda,Retail,Bronze,50000
241,CUST-00241,Company_241 Lda,Manufacturing,Silver,10000
242,CUST-00242,Company_242 Lda,Manufacturing,Silver,10000
243,CUST-00243,Company_243 Lda,Manufacturing,Silver,50000
244,CUST-00244,Company_244 Lda,Pharmaceutical,Bronze,50000
245,CUST-00245,Company_245 Lda,Retail,Bronze,50000
246,CUST-00246,Company_246 Lda,Manufacturing,Bronze,10000
247,CUST-00247,Company_247 Lda,Automotive,Bronze,50000
248,CUST-00248,Company_248 Lda,Manufacturing,Bronze,10000
249,CUST-00249,Company_249 Lda,Manufacturing,Silver,150000
250,CUST-00250,Company_250 Lda,E-commerce,Bronze,50000
251,CUST-00251,Company_251 Lda,Retail,Bronze,50000
252,CUST-00252,Company_252 Lda,Pharmaceutical,Bronze,10000
253,CUST-00253,Company_253 Lda,E-commerce,Bronze,50000
254,CUST-00254,Company_254 Lda,Pharmaceutical,Bronze,10000
255,CUST-00255,Company_255 Lda,Retail,Gold,10000
256,CUST-00256,Company_256 Lda,Food Distributor,Silver,10000
257,CUST-00257,Company_257 Lda,Manufacturing,Gold,50000
258,CUST-00258,Company_258 Lda,Food Distributor,Bronze,10000
259,CUST-00259,Company_259 Lda,Food Distributor,Bronze,10000
260,CUST-00260,Company_260 Lda,Retail,Bronze,150000
261,CUST-00261,Company_261 Lda,Food Distributor,Bronze,10000
262,CUST-00262,Company_262 Lda,Manufacturing,Silver,50000
263,CUST-00263,Company_263 Lda,Retail,Bronze,10000
264,CUST-00264,Company_264 Lda,Food Distributor,Bronze,10000
265,CUST-00265,Company_265 Lda,E-commerce,Bronze,50000
266,CUST-00266,Company_266 Lda,E-commerce,Bronze,10000
267,CUST-00267,Company_267 Lda,Food Distributor,Silver,10000
268,CUST-00268,Company_268 Lda,E-commerce,Bronze,50000
269,CUST-00269,Company_269 Lda,Pharmaceutical,Bronze,50000
270,CUST-00270,Company_270 Lda,Retail,Bronze,50000
271,CUST-00271,Company_271 Lda,E-commerce,Bronze,10000
272,CUST-00272,Company_272 Lda,E-commerce,Silver,10000
273,CUST-00273,Company_273 Lda,E-commerce,Silver,50000
274,CUST-00274,Company_274 Lda,Manufacturing,Gold,50000
275,CUST-00275,Company_275 Lda,Food Distributor,Silver,150000
276,CUST-00276,Company_276 Lda,Food Distributor,Bronze,150000
277,CUST-00277,Company_277 Lda,E-commerce,Silver,150000
278,CUST-00278,Company_278 Lda,Food Distributor,Bronze,10000
279,CUST-00279,Company_279 Lda,E-commerce,Bronze,10000
280,CUST-00280,Company_280 Lda,E-commerce,Silver,50000
281,CUST-00281,Company_281 Lda,E-commerce,Bronze,10000
282,CUST-00282,Company_282 Lda,Pharmaceutical,Gold,10000
283,CUST-00283,Company_283 Lda,Pharmaceutical,Bronze,150000
284,CUST-00284,Company_284 Lda,Retail,Silver,150000
285,CUST-00285,Company_285 Lda,Food Distributor,Silver,10000
286,CUST-00286,Company_286 Lda,Retail,Silver,10000
287,CUST-00287,Company_287 Lda,Automotive,Silver,10000
288,CUST-00288,Company_288 Lda,Food Distributor,Silver,150000
289,CUST-00289,Company_289 Lda,Retail,Bronze,150000
290,CUST-00290,Company_290 Lda,Food Distributor,Bronze,10000
291,CUST-00291,Company_291 Lda,Retail,Bronze,10000
292,CUST-00292,Company_292 Lda,Retail,Silver,150000
293,CUST-00293,Company_293 Lda,E-commerce,Bronze,10000
294,CUST-00294,Company_294 Lda,Pharmaceutical,Silver,50000
295,CUST-00295,Company_295 Lda,Retail,Bronze,500000
296,CUST-00296,Company_296 Lda,Food Distributor,Bronze,10000
297,CUST-00297,Company_297 Lda,E-commerce,Silver,50000
298,CUST-00298,Company_298 Lda,Retail,Bronze,10000
299,CUST-00299,Company_299 Lda,Food Distributor,Bronze,10000
300,CUST-00300,Company_300 Lda,Retail,Bronze,150000
301,CUST-00301,Company_301 Lda,Retail,Gold,10000
302,CUST-00302,Company_302 Lda,Food Distributor,Silver,500000
303,CUST-00303,Company_303 Lda,Food Distributor,Bronze,50000
304,CUST-00304,Company_304 Lda,Food Distributor,Bronze,10000
305,CUST-00305,Company_305 Lda,E-commerce,Bronze,10000
306,CUST-00306,Company_306 Lda,Manufacturing,Silver,10000
307,CUST-00307,Company_307 Lda,Food Distributor,Silver,10000
308,CUST-00308,Company_308 Lda,Pharmaceutical,Bronze,10000
309,CUST-00309,Company_309 Lda,E-commerce,Bronze,10000
310,CUST-00310,Company_310 Lda,Retail,Bronze,10000
311,CUST-00311,Company_311 Lda,Automotive,Silver,50000
312,CUST-00312,Company_312 Lda,Retail,Silver,50000
313,CUST-00313,Company_313 Lda,Retail,Bronze,50000
314,CUST-00314,Company_314 Lda,Manufacturing,Bronze,10000
315,CUST-00315,Company_315 Lda,E-commerce,Bronze,10000
316,CUST-00316,Company_316 Lda,Food Distributor,Gold,50000
317,CUST-00317,Company_317 Lda,Automotive,Bronze,10000
318,CUST-00318,Company_318 Lda,Retail,Silver,10000
319,CUST-00319,Company_319 Lda,Retail,Silver,150000
320,CUST-00320,Company_320 Lda,Retail,Bronze,50000
321,CUST-00321,Company_321 Lda,Food Distributor,Bronze,50000
322,CUST-00322,Company_322 Lda,E-commerce,Bronze,10000
323,CUST-00323,Company_323 Lda,Food Distributor,Silver,50000
324,CUST-00324,Company_324 Lda,Retail,Silver,50000
325,CUST-00325,Company_325 Lda,Manufacturing,Silver,50000
326,CUST-00326,Company_326 Lda,E-commerce,Bronze,50000
327,CUST-00327,Company_327 Lda,Food Distributor,Bronze,150000
328,CUST-00328,Company_328 Lda,Food Distributor,Gold,50000
329,CUST-00329,Company_329 Lda,Automotive,Silver,10000
330,CUST-00330,Company_330 Lda,Retail,Bronze,50000
331,CUST-00331,Company_331 Lda,Pharmaceutical,Gold,50000
332,CUST-00332,Company_332 Lda,E-commerce,Silver,50000
333,CUST-00333,Company_333 Lda,Retail,Bronze,10000
334,CUST-00334,Company_334 Lda,Retail,Silver,10000
335,CUST-00335,Company_335 Lda,Retail,Silver,150000
336,CUST-00336,Company_336 Lda,Retail,Silver,50000
337,CUST-00337,Company_337 Lda,E-commerce,Bronze,150000
338,CUST-00338,Company_338 Lda,E-commerce,Bronze,50000
339,CUST-00339,Company_339 Lda,Automotive,Gold,50000
340,CUST-00340,Company_340 Lda,Retail,Bronze,50000
341,CUST-00341,Company_341 Lda,Automotive,Bronze,150000
342,CUST-00342,Company_342 Lda,Automotive,Bronze,50000
343,CUST-00343,Company_343 Lda,Retail,Bronze,50000
344,CUST-00344,Company_344 Lda,Automotive,Silver,10000
345,CUST-00345,Company_345 Lda,Pharmaceutical,Gold,10000
346,CUST-00346,Company_346 Lda,Food Distributor,Bronze,50000
347,CUST-00347,Company_347 Lda,Food Distributor,Bronze,10000
348,CUST-00348,Company_348 Lda,Retail,Bronze,10000
349,CUST-00349,Company_349 Lda,Pharmaceutical,Silver,10000
350,CUST-00350,Company_350 Lda,Food Distributor,Silver,10000
351,CUST-00351,Company_351 Lda,Food Distributor,Bronze,10000
352,CUST-00352,Company_352 Lda,E-commerce,Silver,10000
353,CUST-00353,Company_353 Lda,Food Distributor,Silver,150000
354,CUST-00354,Company_354 Lda,Retail,Silver,50000
355,CUST-00355,Company_355 Lda,Retail,Gold,10000
356,CUST-00356,Company_356 Lda,Food Distributor,Bronze,10000
357,CUST-00357,Company_357 Lda,Retail,Silver,50000
358,CUST-00358,Company_358 Lda,Food Distributor,Bronze,10000
359,CUST-00359,Company_359 Lda,Manufacturing,Silver,150000
360,CUST-00360,Company_360 Lda,Food Distributor,Silver,50000
361,CUST-00361,Company_361 Lda,Pharmaceutical,Silver,50000
362,CUST-00362,Company_362 Lda,Food Distributor,Silver,10000
363,CUST-00363,Company_363 Lda,Automotive,Bronze,50000
364,CUST-00364,Company_364 Lda,Food Distributor,Bronze,10000
365,CUST-00365,Company_365 Lda,Manufacturing,Gold,150000
366,CUST-00366,Company_366 Lda,Pharmaceutical,Gold,50000
367,CUST-00367,Company_367 Lda,Manufacturing,Bronze,10000
368,CUST-00368,Company_368 Lda,Manufacturing,Bronze,10000
369,CUST-00369,Company_369 Lda,Retail,Bronze,10000
370,CUST-00370,Company_370 Lda,Retail,Silver,50000
371,CUST-00371,Company_371 Lda,Retail,Silver,10000
372,CUST-00372,Company_372 Lda,Retail,Bronze,50000
373,CUST-00373,Company_373 Lda,Retail,Bronze,10000
374,CUST-00374,Company_374 Lda,Food Distributor,Silver,50000
375,CUST-00375,Company_375 Lda,Retail,Silver,150000
376,CUST-00376,Company_376 Lda,Pharmaceutical,Bronze,50000
377,CUST-00377,Company_377 Lda,E-commerce,Bronze,50000
378,CUST-00378,Company_378 Lda,Retail,Bronze,10000
379,CUST-00379,Company_379 Lda,E-commerce,Bronze,10000
380,CUST-00380,Company_380 Lda,Retail,Bronze,50000
381,CUST-00381,Company_381 Lda,Retail,Silver,10000
382,CUST-00382,Company_382 Lda,Food Distributor,Silver,10000
383,CUST-00383,Company_383 Lda,Food Distributor,Silver,10000
384,CUST-00384,Company_384 Lda,E-commerce,Silver,10000
385,CUST-00385,Company_385 Lda,E-commerce,Bronze,10000
386,CUST-00386,Company_386 Lda,E-commerce,Bronze,150000
387,CUST-00387,Company_387 Lda,Retail,Bronze,10000
388,CUST-00388,Company_388 Lda,Retail,Bronze,50000
389,CUST-00389,Company_389 Lda,E-commerce,Silver,10000
390,CUST-00390,Company_390 Lda,E-commerce,Gold,50000
391,CUST-00391,Company_391 Lda,Manufacturing,Bronze,10000
392,CUST-00392,Company_392 Lda,Automotive,Bronze,150000
393,CUST-00393,Company_393 Lda,Pharmaceutical,Silver,150000
394,CUST-00394,Company_394 Lda,E-commerce,Bronze,10000
395,CUST-00395,Company_395 Lda,Pharmaceutical,Bronze,150000
396,CUST-00396,Company_396 Lda,Manufacturing,Silver,500000
397,CUST-00397,Company_397 Lda,E-commerce,Silver,150000
398,CUST-00398,Company_398 Lda,Automotive,Bronze,150000
399,CUST-00399,Company_399 Lda,E-commerce,Bronze,10000
400,CUST-00400,Company_400 Lda,E-commerce,Silver,50000
401,CUST-00401,Company_401 Lda,Retail,Bronze,10000
402,CUST-00402,Company_402 Lda,Manufacturing,Bronze,10000
403,CUST-00403,Company_403 Lda,Food Distributor,Silver,500000
404,CUST-00404,Company_404 Lda,E-commerce,Bronze,10000
405,CUST-00405,Company_405 Lda,Pharmaceutical,Silver,50000
406,CUST-00406,Company_406 Lda,E-commerce,Bronze,150000
407,CUST-00407,Company_407 Lda,Pharmaceutical,Gold,150000
408,CUST-00408,Company_408 Lda,Retail,Bronze,500000
409,CUST-00409,Company_409 Lda,Manufacturing,Bronze,10000
410,CUST-00410,Company_410 Lda,Retail,Bronze,10000
411,CUST-00411,Company_411 Lda,Pharmaceutical,Bronze,10000
412,CUST-00412,Company_412 Lda,Manufacturing,Silver,10000
413,CUST-00413,Company_413 Lda,Manufacturing,Gold,10000
414,CUST-00414,Company_414 Lda,Food Distributor,Bronze,10000
415,CUST-00415,Company_415 Lda,Food Distributor,Bronze,50000
416,CUST-00416,Company_416 Lda,Automotive,Silver,50000
417,CUST-00417,Company_417 Lda,Retail,Silver,10000
418,CUST-00418,Company_418 Lda,Pharmaceutical,Bronze,50000
419,CUST-00419,Company_419 Lda,Food Distributor,Bronze,10000
420,CUST-00420,Company_420 Lda,E-commerce,Bronze,10000
421,CUST-00421,Company_421 Lda,E-commerce,Silver,50000
422,CUST-00422,Company_422 Lda,E-commerce,Bronze,50000
423,CUST-00423,Company_423 Lda,Retail,Silver,50000
424,CUST-00424,Company_424 Lda,Automotive,Bronze,10000
425,CUST-00425,Company_425 Lda,Retail,Silver,150000
426,CUST-00426,Company_426 Lda,Food Distributor,Bronze,50000
427,CUST-00427,Company_427 Lda,Automotive,Bronze,50000
428,CUST-00428,Company_428 Lda,E-commerce,Bronze,50000
429,CUST-00429,Company_429 Lda,Pharmaceutical,Silver,150000
430,CUST-00430,Company_430 Lda,Retail,Bronze,50000
431,CUST-00431,Company_431 Lda,Retail,Bronze,50000
432,CUST-00432,Company_432 Lda,E-commerce,Bronze,500000
433,CUST-00433,Company_433 Lda,Food Distributor,Bronze,50000
434,CUST-00434,Company_434 Lda,Retail,Silver,10000
435,CUST-00435,Company_435 Lda,Retail,Silver,50000
436,CUST-00436,Company_436 Lda,E-commerce,Silver,10000
437,CUST-00437,Company_437 Lda,Retail,Bronze,10000
438,CUST-00438,Company_438 Lda,E-commerce,Silver,50000
439,CUST-00439,Company_439 Lda,E-commerce,Bronze,150000
440,CUST-00440,Company_440 Lda,Retail,Bronze,150000
441,CUST-00441,Company_441 Lda,Retail,Bronze,10000
