OrderKey,DateKey,CustomerKey,BranchKey,ProductKey,Qty,UnitPrice,Discount,NetRevenue
100188,20230118,83,3,225,38,412.43,0.0,15672.34
100189,20240925,877,1,340,74,412.43,0.0,30519.82
100190,20251216,876,3,373,94,412.43,3876.84,34891.58
100191,20240227,1300,3,148,10,412.43,412.43,3711.8700000000003
100192,20240208,222,1,112,52,412.43,2144.64,19301.72
100193,20240118,648,1,256,97,412.43,0.0,40005.71
100194,20240828,1086,3,43,94,412.43,0.0,38768.42
100195,20240531,398,2,53,59,412.43,2433.34,21900.03
100196,20250928,1190,3,327,66,412.43,0.0,27220.38
100197,20240812,131,4,409,16,412.43,0.0,6598.88
100198,20240814,1335,3,55,72,412.43,0.0,29694.96
100199,20230707,206,3,397,13,412.43,0.0,5361.59
100200,20251220,1429,2,303,93,412.43,0.0,38355.99
100201,20231103,1187,3,482,3,412.43,0.0,1237.29
100202,20230420,1020,4,18,74,412.43,3051.98,27467.84
100203,20241229,1324,2,384,93,412.43,0.0,38355.99
100204,20241112,1196,4,496,51,412.43,2103.39,18930.54
100205,20240501,881,3,253,83,412.43,0.0,34231.69
100206,20240509,939,1,366,27,412.43,0.0,11135.61
100207,20250614,169,4,16,6,412.43,247.46,2227.12
100208,20230907,155,3,437,70,412.43,2887.01,25983.090000000004
100209,20250723,1116,4,220,36,412.43,0.0,14847.48
100210,20241220,1180,3,430,96,412.43,3959.33,35633.95
100211,20240505,5,1,420,65,412.43,0.0,26807.95
100212,20240621,683,3,360,90,412.43,0.0,37118.7
100213,20231108,1215,3,355,61,412.43,2515.82,22642.41
100214,20250505,1034,2,211,29,412.43,0.0,11960.47
100215,20240820,575,3,404,90,412.43,0.0,37118.7
100216,20231224,777,3,160,48,412.43,1979.66,17816.98
100217,20241113,1108,1,75,34,412.43,0.0,14022.62
100218,20251229,879,4,414,88,412.43,0.0,36293.840000000004
100219,20240525,1053,3,211,35,412.43,0.0,14435.050000000001
100220,20251106,1436,3,33,65,412.43,0.0,26807.95
100221,20240120,1419,1,269,14,412.43,0.0,5774.02
100222,20230325,213,4,224,87,412.43,0.0,35881.41
100223,20230918,471,3,337,79,412.43,0.0,32581.97
100224,20240505,221,1,169,80,412.43,0.0,32994.4
100225,20231005,783,3,387,54,412.43,0.0,22271.22
100226,20230101,1176,3,5,12,412.43,0.0,4949.16
100227,20251101,35,2,410,82,412.43,0.0,33819.26
100228,20250818,61,4,391,5,412.43,0.0,2062.15
100229,20250422,1300,4,146,77,412.43,3175.71,28581.4
100230,20230808,826,1,497,3,412.43,123.73,1113.56
100231,20230616,959,3,39,43,412.43,0.0,17734.49
100232,20230412,612,1,121,39,412.43,0.0,16084.77
100233,20250328,715,1,301,39,412.43,0.0,16084.77
100234,20251112,1246,2,358,44,412.43,0.0,18146.920000000002
100235,20240519,700,1,333,48,412.43,0.0,19796.64
100236,20230615,1447,3,440,78,412.43,3216.95,28952.59
100237,20240819,404,4,321,53,412.43,0.0,21858.79
100238,20240126,448,1,291,73,412.43,3010.74,27096.65
100239,20240306,654,2,279,48,412.43,0.0,19796.64
100240,20241202,1188,1,404,98,412.43,0.0,40418.14
100241,20250321,141,3,174,21,412.43,0.0,8661.03
100242,20230605,257,3,358,43,412.43,0.0,17734.49
100243,20230227,503,1,349,44,412.43,0.0,18146.920000000002
100244,20251228,370,2,173,33,412.43,0.0,13610.19
100245,20231017,1293,1,357,68,412.43,2804.52,25240.72
100246,20230324,1187,3,390,31,412.43,0.0,12785.33
100247,20230831,674,3,269,54,412.43,2227.12,20044.100000000002
100248,20230303,1076,3,23,35,412.43,0.0,14435.050000000001
100249,20240330,326,3,442,17,412.43,0.0,7011.31
100250,20250704,1082,3,260,83,412.43,0.0,34231.69
100251,20240114,283,3,36,59,412.43,0.0,24333.37
100252,20240605,1081,3,62,93,412.43,3835.6,34520.39
100253,20250114,380,2,143,43,412.43,1773.45,15961.04
100254,20240816,882,4,11,97,412.43,0.0,40005.71
100255,20250906,1033,2,309,34,412.43,1402.26,12620.36
100256,20250911,591,4,278,67,412.43,0.0,27632.81
100257,20230116,663,4,158,87,412.43,0.0,35881.41
100258,20250605,827,4,108,65,412.43,2680.8,24127.15
100259,20240624,278,1,251,46,412.43,0.0,18971.78
100260,20251224,1458,2,500,20,412.43,0.0,8248.6
100261,20240719,407,4,146,93,412.43,0.0,38355.99
100262,20251223,84,4,178,20,412.43,0.0,8248.6
100263,20250508,436,4,458,48,412.43,0.0,19796.64
100264,20231102,1397,3,197,9,412.43,0.0,3711.87
100265,20240918,145,4,479,70,412.43,2887.01,25983.090000000004
100266,20251226,745,1,161,16,412.43,0.0,6598.88
100267,20250901,151,4,184,90,412.43,0.0,37118.7
100268,20230520,549,2,146,61,412.43,0.0,25158.23
100269,20250304,836,1,442,6,412.43,0.0,2474.58
100270,20240120,201,3,370,52,412.43,2144.64,19301.72
100271,20230112,1478,4,310,48,412.43,1979.66,17816.98
100272,20240415,509,3,71,20,412.43,0.0,8248.6
100273,20231019,362,2,121,62,412.43,0.0,25570.66
100274,20250722,1216,1,473,50,412.43,2062.15,18559.35
100275,20240107,530,4,122,74,412.43,3051.98,27467.84
100276,20250731,163,1,405,79,412.43,0.0,32581.97
100277,20230101,279,4,98,99,412.43,0.0,40830.57
100278,20231215,351,4,471,12,412.43,0.0,4949.16
100279,20231026,212,4,144,10,412.43,412.43,3711.8700000000003
100280,20231018,1159,2,475,45,412.43,0.0,18559.35
100281,20230413,844,1,269,16,412.43,0.0,6598.88
100282,20230828,508,1,269,31,412.43,1278.53,11506.8
100283,20241007,485,3,345,85,412.43,0.0,35056.55
100284,20231205,945,4,42,15,412.43,0.0,6186.45
100285,20240503,1018,1,97,29,412.43,0.0,11960.47
100286,20240309,755,1,126,62,412.43,0.0,25570.66
100287,20250923,708,3,465,41,412.43,0.0,16909.63
100288,20251023,527,1,25,11,412.43,0.0,4536.7300000000005
100289,20240730,1410,4,402,8,412.43,0.0,3299.44
100290,20231230,890,3,496,3,412.43,0.0,1237.29
100291,20230531,459,2,243,18,412.43,0.0,7423.74
100292,20251202,824,1,240,91,412.43,0.0,37531.13
100293,20230402,1121,1,210,58,412.43,0.0,23920.94
100294,20231209,1038,4,309,7,412.43,0.0,2887.01
100295,20231209,1179,3,433,1,412.43,0.0,412.43
100296,20231223,678,1,80,5,412.43,0.0,2062.15
100297,20230804,616,4,27,39,412.43,0.0,16084.77
100298,20250612,1154,2,202,63,412.43,0.0,25983.09
100299,20230619,4,3,24,18,412.43,0.0,7423.74
100300,20241211,1176,3,152,16,412.43,0.0,6598.88
100301,20230621,659,4,321,24,412.43,0.0,9898.32
100302,20230416,190,4,160,76,412.43,3134.47,28210.21
100303,20251027,968,3,467,91,412.43,0.0,37531.13
100304,20230901,128,1,73,16,412.43,0.0,6598.88
100305,20250724,456,4,389,94,412.43,3876.84,34891.58
100306,20240925,78,4,406,58,412.43,0.0,23920.94
100307,20230426,434,3,182,81,412.43,0.0,33406.83
100308,20251203,626,4,312,66,412.43,0.0,27220.38
100309,20231031,1149,3,24,68,412.43,0.0,28045.24
100310,20250904,212,2,30,92,412.43,3794.36,34149.2
100311,20230809,193,2,140,2,412.43,0.0,824.86
100312,20250828,227,3,464,67,412.43,0.0,27632.81
100313,20230122,340,3,372,3,412.43,0.0,1237.29
100314,20240819,1010,4,140,51,412.43,0.0,21033.93
100315,20250526,1164,4,21,69,412.43,2845.77,25611.9
100316,20251117,679,2,267,39,412.43,0.0,16084.77
100317,20251027,413,4,85,54,412.43,2227.12,20044.100000000002
100318,20250723,186,4,130,12,412.43,0.0,4949.16
100319,20251007,323,3,347,45,412.43,0.0,18559.35
100320,20230911,839,4,42,14,412.43,0.0,5774.02
100321,20231130,1239,1,25,3,412.43,123.73,1113.56
100322,20231203,589,3,75,94,412.43,0.0,38768.42
100323,20240309,509,3,489,20,412.43,0.0,8248.6
100324,20240401,75,2,376,19,412.43,0.0,7836.17
100325,20240925,1433,1,17,92,412.43,0.0,37943.56
100326,20230730,340,1,481,68,412.43,0.0,28045.24
100327,20250209,319,4,227,46,412.43,0.0,18971.78
100328,20230807,239,3,468,30,412.43,0.0,12372.9
100329,20231217,510,1,346,41,412.43,0.0,16909.63
100330,20240810,795,4,440,18,412.43,0.0,7423.74
100331,20250628,454,4,248,32,412.43,0.0,13197.76
100332,20250419,1082,2,448,66,412.43,0.0,27220.38
100333,20241218,1289,3,496,42,412.43,0.0,17322.06
100334,20230726,725,2,437,41,412.43,0.0,16909.63
100335,20240928,978,3,15,84,412.43,0.0,34644.12
100336,20230508,897,4,83,77,412.43,3175.71,28581.4
100337,20240310,242,1,257,97,412.43,0.0,40005.71
100338,20240428,76,3,89,96,412.43,0.0,39593.28
100339,20230305,348,4,126,85,412.43,0.0,35056.55
100340,20231122,920,3,482,40,412.43,0.0,16497.2
100341,20251203,142,1,114,16,412.43,0.0,6598.88
100342,20251202,910,2,297,88,412.43,3629.38,32664.460000000003
100343,20240131,774,3,184,31,412.43,0.0,12785.33
100344,20230309,113,3,32,53,412.43,0.0,21858.79
100345,20230820,493,3,205,59,412.43,0.0,24333.37
100346,20240330,350,2,275,86,412.43,3546.9,31922.08
100347,20251127,765,3,424,25,412.43,0.0,10310.75
100348,20230710,791,4,50,67,412.43,0.0,27632.81
100349,20250519,1043,1,21,37,412.43,0.0,15259.91
100350,20230602,217,2,466,36,412.43,0.0,14847.48
100351,20251219,642,1,136,4,412.43,0.0,1649.72
100352,20240316,714,3,403,19,412.43,0.0,7836.17
100353,20250602,1449,3,314,1,412.43,0.0,412.43
100354,20240116,411,1,405,28,412.43,1154.8,10393.240000000002
100355,20241206,511,3,55,37,412.43,0.0,15259.91
100356,20230903,108,4,485,56,412.43,0.0,23096.08
100357,20230715,105,3,383,21,412.43,0.0,8661.03
100358,20251120,289,3,35,87,412.43,3588.14,32293.270000000004
100359,20251103,1451,4,51,42,412.43,0.0,17322.06
100360,20251006,723,3,341,27,412.43,0.0,11135.61
100361,20241205,631,4,500,33,412.43,0.0,13610.19
100362,20250711,290,2,195,25,412.43,0.0,10310.75
100363,20230414,1358,1,158,42,412.43,0.0,17322.06
100364,20240103,20,4,363,42,412.43,1732.21,15589.850000000002
100365,20231219,318,3,95,28,412.43,0.0,11548.04
100366,20241211,1487,2,131,14,412.43,0.0,5774.02
100367,20240206,2,2,414,11,412.43,453.67,4083.0600000000004
100368,20230718,216,4,302,19,412.43,0.0,7836.17
100369,20241113,253,3,170,30,412.43,1237.29,11135.61
100370,20250717,223,3,189,50,412.43,0.0,20621.5
100371,20240316,1232,3,132,84,412.43,0.0,34644.12
100372,20230701,630,2,319,42,412.43,0.0,17322.06
100373,20230908,68,2,376,89,412.43,0.0,36706.270000000004
100374,20231022,226,1,48,98,412.43,0.0,40418.14
100375,20231210,339,2,222,75,412.43,0.0,30932.25
100376,20241216,368,4,376,43,412.43,0.0,17734.49
100377,20241116,660,3,155,65,412.43,0.0,26807.95
100378,20250216,1023,1,5,13,412.43,0.0,5361.59
100379,20240217,359,4,499,17,412.43,701.13,6310.18
100380,20250727,1321,4,494,18,412.43,0.0,7423.74
100381,20230917,413,4,221,12,412.43,0.0,4949.16
100382,20240704,399,3,437,96,412.43,0.0,39593.28
100383,20250703,980,1,95,76,412.43,0.0,31344.68
100384,20230821,544,2,434,13,412.43,0.0,5361.59
100385,20230604,653,2,201,83,412.43,0.0,34231.69
100386,20251002,1415,1,125,64,412.43,0.0,26395.52
100387,20240116,528,1,241,77,412.43,0.0,31757.11
100388,20250128,1290,3,303,3,412.43,123.73,1113.56
100389,20230210,249,4,280,12,412.43,0.0,4949.16
100390,20250207,184,4,12,3,412.43,0.0,1237.29
100391,20231221,1218,3,210,14,412.43,0.0,5774.02
100392,20230326,53,2,114,16,412.43,659.89,5938.99
100393,20241124,82,4,130,25,412.43,0.0,10310.75
100394,20231025,1109,4,298,39,412.43,0.0,16084.77
100395,20240323,1409,3,201,11,412.43,0.0,4536.7300000000005
100396,20230430,719,3,280,51,412.43,0.0,21033.93
100397,20230717,714,2,443,8,412.43,0.0,3299.44
100398,20231209,571,4,262,61,412.43,2515.82,22642.41
100399,20230511,867,2,325,94,412.43,0.0,38768.42
100400,20251028,1049,1,192,32,412.43,0.0,13197.76
100401,20230110,586,3,417,46,412.43,0.0,18971.78
100402,20240720,1027,1,425,85,412.43,0.0,35056.55
100403,20230620,854,3,280,14,412.43,0.0,5774.02
100404,20231215,614,3,327,60,412.43,0.0,24745.8
100405,20251110,194,4,65,26,412.43,1072.32,9650.86
100406,20230801,872,3,168,40,412.43,0.0,16497.2
100407,20251210,830,3,264,26,412.43,1072.32,9650.86
100408,20230919,693,3,161,87,412.43,0.0,35881.41
100409,20250421,992,1,291,53,412.43,0.0,21858.79
100410,20240928,1401,4,408,92,412.43,0.0,37943.56
100411,20251003,1115,3,319,23,412.43,0.0,9485.89
100412,20241005,653,4,3,54,412.43,0.0,22271.22
100413,20240913,485,4,452,11,412.43,0.0,4536.7300000000005
100414,20230907,1053,4,92,40,412.43,1649.72,14847.480000000001
100415,20230806,105,4,8,11,412.43,453.67,4083.0600000000004
100416,20251102,1049,2,472,32,412.43,0.0,13197.76
100417,20231228,494,4,394,5,412.43,0.0,2062.15
100418,20240303,1299,4,443,79,412.43,0.0,32581.97
100419,20250515,1473,3,214,81,412.43,0.0,33406.83
100420,20240110,99,3,391,14,412.43,0.0,5774.02
100421,20251201,584,4,473,58,412.43,2392.09,21528.85
100422,20250416,199,2,315,62,412.43,0.0,25570.66
100423,20241114,956,1,383,47,412.43,0.0,19384.21
100424,20250929,1487,3,307,73,412.43,0.0,30107.39
100425,20230318,697,4,156,63,412.43,0.0,25983.09
100426,20231108,1197,1,424,14,412.43,0.0,5774.02
100427,20240630,436,3,477,79,412.43,0.0,32581.97
100428,20231012,1286,3,71,80,412.43,0.0,32994.4
100429,20250425,1468,3,76,12,412.43,494.92,4454.24
100430,20251105,1317,4,294,41,412.43,1690.96,15218.670000000002
100431,20240511,1028,2,212,59,412.43,0.0,24333.37
100432,20240115,1491,2,225,59,412.43,0.0,24333.37
100433,20251207,175,4,117,16,412.43,0.0,6598.88
100434,20240605,341,4,230,22,412.43,907.35,8166.110000000001
100435,20240725,1022,2,166,58,412.43,0.0,23920.94
100436,20240130,1490,3,132,75,412.43,0.0,30932.25
100437,20251027,170,3,148,96,412.43,0.0,39593.28
100438,20241020,688,3,35,8,412.43,0.0,3299.44
100439,20250517,740,4,124,47,412.43,0.0,19384.21
100440,20250714,701,3,386,32,412.43,0.0,13197.76
100441,20240114,446,3,102,34,412.43,0.0,14022.62
100442,20240523,951,2,467,39,412.43,0.0,16084.77
100443,20250822,933,1,168,55,412.43,0.0,22683.65
100444,20240218,998,4,336,92,412.43,0.0,37943.56
100445,20250625,571,3,336,79,412.43,0.0,32581.97
100446,20251122,962,1,66,97,412.43,0.0,40005.71
100447,20241204,298,2,232,76,412.43,0.0,31344.68
100448,20250422,510,3,489,29,412.43,0.0,11960.47
100449,20250707,159,2,372,54,412.43,0.0,22271.22
100450,20250819,787,1,277,82,412.43,0.0,33819.26
100451,20240403,634,3,145,63,412.43,2598.31,23384.78
100452,20230320,975,2,149,38,412.43,0.0,15672.34
100453,20240412,1441,4,40,90,412.43,0.0,37118.7
100454,20250112,1384,4,32,32,412.43,0.0,13197.76
100455,20240612,1370,3,238,89,412.43,0.0,36706.270000000004
100456,20250502,693,3,328,41,412.43,0.0,16909.63
100457,20240208,1438,4,490,78,412.43,0.0,32169.54
100458,20241211,126,2,76,81,412.43,0.0,33406.83
100459,20230828,1134,4,58,56,412.43,0.0,23096.08
100460,20250502,449,3,23,46,412.43,0.0,18971.78
100461,20240927,1166,1,245,33,412.43,0.0,13610.19
100462,20230917,634,2,176,66,412.43,0.0,27220.38
100463,20231205,10,3,80,7,412.43,0.0,2887.01
100464,20250501,1019,4,238,88,412.43,0.0,36293.840000000004
100465,20240718,1041,1,219,49,412.43,2020.91,18188.16
100466,20231001,715,3,71,28,412.43,0.0,11548.04
100467,20251211,972,2,104,38,412.43,0.0,15672.34
100468,20250316,1027,2,79,68,412.43,0.0,28045.24
100469,20251204,918,1,264,9,412.43,371.19,3340.68
100470,20240515,1266,4,471,21,412.43,0.0,8661.03
100471,20240710,824,2,306,90,412.43,3711.87,33406.829999999994
100472,20251016,1211,3,161,54,412.43,2227.12,20044.100000000002
100473,20240902,794,2,478,73,412.43,3010.74,27096.65
100474,20250305,1259,3,311,29,412.43,0.0,11960.47
100475,20231104,178,3,117,97,412.43,4000.57,36005.14
100476,20240608,599,1,151,90,412.43,0.0,37118.7
100477,20230620,976,2,112,18,412.43,742.37,6681.37
100478,20230920,317,2,378,19,412.43,0.0,7836.17
100479,20230102,253,1,233,31,412.43,1278.53,11506.8
100480,20230304,1335,1,497,68,412.43,0.0,28045.24
100481,20251217,1216,4,489,16,412.43,659.89,5938.99
